200000 200000
1 94796 178016
0 56801 80408
2 28481 37937
1 65676 168294
0 6479 61198
1 62785 166993
0 108018 121222
1 69242 128119
1 56675 87895
1 112448 186934
1 35964 164950
0 90138 138104
1 84618 176041
2 158070 184781
1 80901 95678
2 143686 168744
1 51704 115018
1 96176 137147
1 63103 69203
1 36973 98003
0 27377 133968
0 24106 28929
1 25076 27242
0 9857 170387
2 21887 81827
0 170817 190632
1 22002 143153
1 36711 75501
1 138604 199511
2 82910 175578
1 119307 153244
2 64589 104881
2 8183 110973
1 9459 178570
1 66015 176750
0 119824 147567
2 7072 33672
1 43783 199224
1 93656 159646
0 42557 140939
1 2577 112153
2 133386 198184
2 44360 134248
1 53819 95389
2 66388 119835
2 156011 175626
2 189683 191848
1 146424 188907
2 60149 198915
2 139854 145183
2 5795 58784
0 56968 102067
1 62927 107568
2 2958 31971
1 95937 185698
1 53005 77676
1 69524 157640
1 15948 69348
1 24840 192449
1 56330 137633
1 46729 59780
1 149281 161847
2 24775 101572
1 98223 173098
1 65046 185387
2 38392 68055
1 27076 196032
1 92133 181733
2 122925 146097
1 115328 179255
1 24414 142336
1 7969 108636
2 109542 166178
2 124117 131289
1 99357 189163
1 85828 173571
2 33622 116999
0 9132 83645
2 65967 71581
1 40739 103262
1 44028 69496
1 152665 158034
1 118843 124771
1 116283 166484
1 65842 113597
0 68022 179946
2 1039 17996
1 101641 134516
2 49727 167609
0 8348 171510
1 105253 194197
2 152231 181331
2 77002 149027
2 58969 109637
1 23234 176677
0 119532 199900
1 113046 120571
2 143191 171439
2 21166 98821
1 126033 192677
1 14282 172858
0 63712 195613
1 60993 107231
0 102298 119962
2 96639 147497
0 12891 91242
1 42289 186657
1 16420 185481
1 84302 147825
2 126687 163191
2 99546 103258
0 79610 153873
2 40368 186842
2 89140 120216
2 109702 152989
2 38773 44231
1 87377 147240
1 56551 163660
2 27838 113517
2 75298 107381
2 62459 126991
1 63903 80865
2 121233 177312
1 151714 157801
1 46078 183855
0 22629 153434
1 26358 106386
0 185275 199261
1 49645 112779
2 31021 104429
1 139085 166888
0 63047 147143
2 66620 124455
1 76169 173386
1 122248 169293
2 150892 192034
1 98420 176723
1 47 149793
1 2876 49692
2 149 197066
2 136151 188452
1 20098 199199
2 132609 182171
1 155557 166353
0 41202 157898
2 49651 192095
0 80385 168818
1 34963 137477
2 154192 193831
1 154341 162963
1 142793 152877
1 26031 79243
1 11852 46328
1 178205 191081
2 52456 128356
2 18459 104230
2 98845 188491
1 87525 152674
0 70254 146505
1 109469 135379
2 178698 197571
1 4729 112266
1 26160 51057
0 38577 42139
0 6551 86847
2 15728 191077
1 133352 179569
2 19794 67094
1 53700 57552
1 49501 105431
1 103002 112144
2 117581 131620
0 2261 157780
2 15145 112709
1 119261 122587
2 51341 198837
2 9899 184694
1 119805 120840
1 94744 182386
2 60598 107825
1 142732 172742
2 90323 156338
2 8936 174672
2 140434 160416
0 179373 188299
2 94563 103029
1 41541 104462
1 24267 159621
2 61148 123006
0 30831 132726
2 109736 173563
1 22453 129901
1 20926 150438
2 152555 181342
1 67382 85994
2 101470 105375
1 103252 146916
2 89727 106538
1 84038 113395
1 16764 31808
2 10818 42853
2 65306 162571
2 15744 37352
2 84651 121069
2 61572 152034
1 169856 181448
2 189460 195888
0 31141 79188
2 7014 192583
1 24391 105893
2 35603 151562
2 30485 55229
2 67837 121108
2 7913 105258
1 166830 192412
1 148279 179258
1 60519 71479
2 8012 110616
2 15027 172644
2 118709 120920
2 72876 81539
2 3574 128105
1 49213 107267
0 26704 173478
2 82242 147145
2 19619 177852
2 49331 94654
2 42798 159948
1 132592 186481
1 39100 51301
2 32463 49193
2 52767 177387
2 152797 160035
2 103091 112397
2 50236 177255
2 8943 186208
1 80862 105263
1 40012 62101
2 26494 143304
2 39534 65594
2 98057 173037
0 75445 95767
0 144594 146603
0 56991 163003
2 34246 69234
2 43190 57707
0 24032 148453
1 126906 156041
1 47998 70211
1 26097 72547
0 64750 199134
1 22497 94902
2 33012 157857
0 119914 120860
1 26260 190094
0 99194 164153
0 158336 188186
1 14692 144227
1 111061 192226
1 33924 181125
1 55086 162227
1 174305 184725
1 17737 85321
1 54004 140931
2 80264 169885
1 95810 149438
1 54146 88532
1 68838 176080
1 96252 106886
1 107903 130176
1 135017 185262
2 75919 77618
1 31473 161240
0 18524 143185
1 92110 104761
2 31129 54199
1 50653 142732
2 35164 174716
1 43006 142050
1 136226 166305
0 10571 101322
1 47144 95293
0 43118 68442
0 23830 186304
1 78414 149573
1 25895 71933
0 173750 192900
0 46066 167616
1 103572 126974
2 57330 63200
1 57616 190124
2 37268 159517
1 22063 137338
0 76399 162245
1 111818 150336
1 12682 100103
1 73854 161932
0 36272 170266
1 13764 56196
2 113526 115664
2 87494 183869
2 47012 69749
1 167273 184350
0 60749 191564
1 11085 34863
2 140119 156576
2 18404 20536
1 77397 105022
1 18226 118787
2 2381 150803
2 49737 51025
0 3569 37126
1 4399 111022
0 112316 124185
2 132298 147179
1 52229 103756
2 72263 124292
1 82504 118041
1 129016 136267
1 55001 148077
1 21090 197015
2 17096 24660
2 52034 116893
0 1040 92571
1 24869 145936
2 77098 134621
0 63426 65714
2 43338 148218
1 11921 193586
0 15643 58015
2 55031 86521
2 8423 188479
0 83804 105373
1 106413 163584
2 72032 168702
2 103323 127659
1 83101 119747
0 36127 126440
1 54713 70548
2 73941 186709
1 73230 132335
2 95468 198005
2 81809 115964
1 161745 188495
0 33777 153597
1 59920 77789
1 43342 197536
2 92478 150015
2 6184 136915
2 10857 29829
2 111489 143192
2 48180 155012
1 89702 187329
2 92176 120246
1 45773 173555
0 22045 111918
2 65388 153604
0 74218 111096
0 195028 196755
1 26584 50026
0 54425 175380
1 6669 18957
1 108659 119611
2 30714 145257
1 35164 103563
1 126542 147082
1 17039 143661
1 128135 158317
0 39516 122987
2 89542 140925
0 86072 181274
2 174412 187943
1 107554 134116
0 138269 197501
2 36710 158184
2 1078 38044
1 144740 177775
2 103057 182895
2 142396 178585
2 171030 199674
2 85746 106411
1 96217 176510
2 21332 26978
1 24479 55106
2 34138 61189
2 15585 164687
2 109713 158670
2 8960 169692
2 25201 187545
2 3875 158575
1 64986 104794
0 70636 77555
0 24422 98887
1 2114 153993
2 34427 104484
0 24924 185523
2 132852 144193
2 113885 185520
0 57597 139086
2 59313 72071
2 2570 164108
1 18816 151096
1 127925 175518
1 64012 93984
1 24578 128411
1 69688 162686
1 32732 118892
1 12490 20765
1 1209 194714
1 93824 183137
2 61367 185708
1 10247 120876
2 120331 165153
2 29165 45653
2 41321 170096
2 132782 141473
0 27148 81866
2 94357 173368
1 11918 33473
1 22094 149017
1 83461 123874
1 93709 95543
2 101956 130392
2 92397 116592
0 25213 133719
0 94949 191544
1 18693 34373
2 9041 192061
1 4475 141887
2 90904 110975
2 612 131130
2 26673 192310
1 44981 104884
2 77926 98963
2 19491 122208
1 31901 114440
1 74377 148813
1 157854 198719
1 133770 162329
1 73304 80739
2 49802 190269
2 18679 182579
2 81265 87463
2 186426 190595
0 24987 192323
2 56888 127769
1 47617 54760
1 33148 46336
1 3598 96458
2 115934 177197
1 35527 143352
2 78383 86249
0 79997 159649
2 35078 66596
2 58919 68085
1 4231 103041
1 74153 171169
2 86920 107302
2 76877 110900
2 26834 29164
2 54756 62361
2 64963 186968
1 61312 101760
1 20366 96390
2 41751 164475
2 85058 88123
2 107736 172579
2 174966 175851
2 4884 52728
2 14909 81893
1 34836 53001
1 156321 198114
2 39776 58081
1 157439 194800
2 141699 152903
1 41027 101230
2 65115 163802
1 40081 100527
1 60907 161317
2 15834 92579
2 113948 127415
1 125529 190776
1 132566 165306
1 39097 52021
1 180796 184217
2 80889 82026
1 162180 178970
2 165983 179060
0 12494 39967
2 28086 55801
2 41923 86102
1 76878 192409
2 15569 125796
2 94169 96810
2 78387 89203
1 34499 75628
2 137175 170950
2 104965 136933
2 29189 65780
1 10218 31082
1 9202 52142
1 31089 44551
2 94857 176472
1 73282 123932
1 78837 108456
1 29689 73776
2 37475 83216
2 79707 104533
1 50074 100998
2 78609 81156
2 6710 112021
1 37799 147887
1 60631 132657
1 15523 172941
2 81397 180937
0 71525 141090
2 25353 176871
1 21412 99955
2 122410 159972
2 85769 117371
1 21784 29392
1 126294 177279
1 75355 154262
2 86138 117240
2 148760 183427
1 124518 175470
1 31868 101389
2 87835 117696
2 48335 77668
1 163437 175261
1 101574 183344
2 27868 114490
1 19575 83435
2 53167 101389
1 1928 92284
2 177398 197280
2 125618 173801
2 13453 92028
1 31666 178140
1 10067 153402
2 105840 136746
1 147357 167588
2 51023 82505
1 88268 152412
1 161048 180169
1 55498 74680
2 55344 164834
1 56862 72932
2 4880 124569
1 53874 131300
1 146616 153492
1 17201 140933
2 16058 79469
0 104327 153933
2 81564 84496
2 11123 139994
2 150784 195339
2 99711 184623
1 25544 178444
1 35318 79418
2 26035 45593
1 83320 108967
0 79141 139930
1 33074 138268
1 30990 89018
2 117169 158465
2 20001 109249
1 87666 125313
1 44898 103757
2 7010 139075
2 100422 101021
2 9988 180030
2 66270 160487
1 4538 73354
2 90549 93557
0 127078 192240
1 33925 147079
1 151098 187302
1 41654 195996
2 3006 121550
0 19780 80865
2 182567 199810
2 76649 167589
2 148105 150003
1 78047 156904
1 38979 149144
1 158377 183070
1 86724 103377
1 128378 173689
1 49928 64111
1 93609 130794
2 29713 140479
1 113655 113690
2 153172 178112
0 56159 113544
2 11490 83825
2 86220 181184
1 25623 105949
1 79638 137512
2 45397 143750
1 153711 156288
2 86959 94190
1 7881 133792
1 140922 161053
1 130760 190949
1 74774 77502
0 55958 173388
1 52345 197934
1 134377 135446
0 61140 180844
2 121479 137132
2 24092 145316
2 115218 157884
1 15159 82424
2 62271 144093
2 139773 178274
1 29513 140297
0 72188 81858
1 26380 132588
2 176562 193728
2 31559 70495
1 34490 93227
0 8445 92676
2 7221 75095
2 134919 151315
1 45941 69340
1 186238 194887
2 92745 174778
1 72184 117510
2 10424 103422
2 31856 80919
2 31762 97423
2 19785 40790
2 100032 115886
2 50805 111790
1 36498 102171
1 32325 147737
1 40482 108345
2 29019 182575
2 48793 189393
1 106291 197002
1 94425 171100
2 30562 129136
2 11969 130595
2 42385 102024
2 59746 144557
1 63409 93234
2 117931 169662
1 100506 167045
2 89899 165586
2 90904 112542
2 13493 199994
0 45482 167844
0 57452 79337
2 23069 75828
0 17606 51927
1 31688 164993
2 1351 60117
1 112076 168396
1 50335 109406
1 39178 57591
2 71084 82303
2 136206 155280
1 20671 150969
1 35731 174038
1 9528 191644
2 44235 156637
1 88528 133107
1 50752 161535
0 70942 113483
2 26472 182466
1 80343 108775
0 161333 178214
1 121568 182004
1 38726 134087
1 59968 148065
2 104203 109330
1 102284 109083
2 12941 159835
1 73319 91995
0 137735 172137
2 52480 157419
1 30694 48186
0 10586 152263
2 123955 190989
1 55406 127714
2 123118 164737
1 67021 191512
2 79963 109364
2 88310 188752
1 139082 142397
2 32236 99816
1 34166 148003
2 158589 197429
1 59048 198896
1 54755 126610
2 26782 166081
2 103012 157593
2 88325 183309
1 88414 149826
1 84645 143848
2 107954 176085
1 10251 67390
1 124032 173873
1 99432 148971
2 115059 154188
2 97322 136553
2 335 39136
2 8740 88660
0 154838 174660
2 39484 145241
2 63790 141868
2 131180 154664
1 21406 31814
1 67554 86729
1 1788 18541
0 12491 54693
2 10181 172522
2 6498 135274
1 109934 140136
1 55175 162187
2 113396 128087
1 70072 184412
1 16226 138660
1 132 47632
1 18674 56037
1 51333 147517
1 27600 36392
0 4202 159242
2 99378 185817
1 38622 61566
2 130911 189653
2 3342 176078
2 6953 114738
1 78723 148323
1 51112 176422
1 6309 102445
2 7242 130046
2 50600 134709
2 81097 152769
0 170124 191391
1 38654 114326
1 41996 88276
0 46638 48950
2 21226 197273
1 112299 173695
1 96356 138398
2 19951 112015
1 71012 122023
1 91274 152109
2 76256 122233
2 39155 152911
1 41187 75356
2 87825 120339
2 25404 80061
1 118505 137703
2 40766 192454
2 65472 104469
1 26492 136576
2 34119 174632
0 26727 165458
1 65882 147676
2 1252 57591
2 96824 177930
1 41347 57991
2 15846 92849
0 133615 164041
1 115439 124944
1 22150 52015
2 26647 190368
0 27047 192106
1 56134 102312
0 57386 130489
1 70562 116205
2 111909 189746
1 44108 88692
2 124501 158045
1 103500 165797
1 69776 187947
1 94667 178896
1 38066 122136
1 8454 140379
2 77007 187220
1 3151 103425
2 23578 93171
2 18348 98215
0 56260 105967
2 43553 76112
0 62240 96578
1 41137 117970
2 79625 166009
0 4431 122507
2 51490 81439
1 942 37860
1 11144 140872
2 96337 159220
2 141991 181539
1 112145 141444
0 48097 154374
1 72344 171995
1 23265 154706
1 77213 196249
1 25964 45055
2 42899 82915
0 79611 94059
1 9494 106749
2 37593 165092
2 38305 77237
1 31481 125334
2 13682 86897
2 36947 99803
1 75981 149548
2 172943 175512
2 134763 151344
1 14374 47040
0 83608 140220
0 94166 195748
2 48823 89428
1 80304 124553
2 30404 83553
2 124951 183356
2 174205 175690
1 17023 148633
2 16330 104897
1 179722 192039
2 63330 173240
0 59078 177542
1 63288 64859
1 105764 109919
1 136168 198237
1 16589 177471
1 71888 151676
0 76735 85052
1 173446 189949
2 4920 98340
1 71580 167120
2 69541 165474
2 28762 66127
1 27889 55034
0 153602 169623
2 186213 195573
0 58101 104549
1 51189 189214
1 24635 138865
1 21198 29556
0 83253 113028
0 8638 182569
1 25806 165049
1 191480 192938
2 62892 179271
2 19581 58466
1 37363 79367
0 68581 123174
2 10388 123799
0 61349 87552
1 63057 144603
1 69593 142846
2 11751 188109
2 119584 178487
2 98855 140251
1 34788 155287
1 72152 72887
2 111678 164941
1 108184 122066
2 9619 192415
2 106201 189028
0 48226 49368
0 36335 91457
1 98594 131175
1 71426 98670
2 77990 143065
0 32128 132305
1 65633 97246
2 84071 121783
2 26309 114198
1 136751 146248
2 127142 186120
1 77577 93981
2 72572 176171
2 54395 191193
2 167777 185535
1 115948 134015
2 52622 199648
2 83720 100975
0 26381 71394
2 88981 167784
2 53202 132475
2 26456 103198
0 99029 105881
0 39740 69776
1 37554 161377
2 69854 142431
2 55791 122476
2 23451 99101
0 64194 94845
0 62629 143485
0 32183 75879
0 135381 194394
2 106837 157615
2 111804 197355
2 24317 75084
2 17515 122365
0 154428 189658
1 88759 102492
1 50628 152953
2 12790 141497
1 88670 121347
2 150024 199416
1 22605 88806
2 42968 50762
2 183259 191431
1 113796 161104
2 125155 184576
1 3421 128035
1 154366 170401
1 28251 108246
0 124756 149598
0 89802 99623
0 104781 106581
1 64101 164623
1 47361 52724
0 99557 124817
0 80257 166325
0 50616 94360
1 26087 165078
2 70863 73324
0 44781 114433
2 4235 23722
1 2078 110816
2 119392 191791
2 3820 44515
1 79679 144072
1 140681 185686
2 191298 192622
2 2978 133737
2 100088 120952
1 25449 82085
1 100409 105807
1 107695 107886
1 19763 143630
2 63803 112284
2 59834 168518
2 45521 149569
2 13298 154495
1 157473 171386
2 10905 173914
1 156452 199363
0 16124 100080
2 123820 164295
1 55678 59935
1 138852 172219
2 66541 140737
1 6658 171006
1 19956 99800
1 52597 107695
1 34952 55482
2 179320 191404
1 91484 185243
2 96973 172131
1 27809 32942
2 28893 166661
2 88647 149554
2 8235 120560
2 6049 136712
1 42005 189309
0 44792 68139
2 24112 151835
2 125707 151247
2 22680 83135
2 138843 171974
1 54486 117219
2 58700 122218
1 120003 130454
1 52855 187964
2 94860 192234
1 104199 163000
0 31187 51116
2 98786 105789
2 168298 181921
0 2938 120764
1 65387 91602
1 10849 150302
0 105865 186657
0 37793 174622
0 83208 106434
1 80736 187408
2 16182 154876
2 60666 175740
2 28964 177357
2 31903 118006
2 13642 30630
2 24492 176826
0 45240 46709
2 855 160460
2 107289 128535
1 104377 107822
1 50110 120559
2 12651 139937
2 106360 128550
2 15437 24366
2 23089 171349
2 38695 64527
2 4603 26119
1 157169 186579
1 709 115114
2 11106 139288
2 41614 189398
2 45687 110647
2 90590 156698
1 106027 148066
2 45468 171336
2 8249 84163
1 88767 186006
1 126825 162288
1 152146 162998
1 90456 117461
1 132070 187152
0 159070 177403
2 96656 115768
2 122270 180186
2 151523 172250
2 76124 109931
1 28491 62131
2 56818 188956
2 57454 188076
1 67152 91267
2 78420 169164
1 60575 172175
2 68831 114026
0 58066 191101
1 24486 79703
1 36375 105986
2 132427 134477
1 33598 107647
1 12075 13409
1 79227 156219
1 48392 189484
1 25319 71172
2 55697 111930
2 113764 184809
0 37874 54602
2 42462 90977
1 23404 39526
1 98722 173354
1 63225 103116
2 1535 59335
1 147465 165171
2 152696 171814
2 64626 84691
1 66399 165787
0 120013 155560
1 78827 124425
2 118354 199277
2 17076 124958
2 158286 196653
1 3690 114541
2 44674 62006
1 134049 150172
1 34863 165096
1 51841 101262
2 52349 56823
1 23812 97600
2 86253 96877
2 21835 88450
2 180122 180353
1 100164 175373
1 29727 144838
1 165605 195240
1 160336 170531
0 40084 128529
1 180879 191776
2 63481 121043
2 14014 123648
2 12098 199253
0 1568 192452
2 116889 167825
2 63102 113904
1 154970 195862
1 113362 166393
2 22969 122829
2 30957 33839
1 17884 94439
1 15882 24805
2 140411 194405
2 27467 141979
2 157004 175220
1 38323 186705
1 77596 109645
2 139359 163728
0 42900 162328
2 112520 134249
2 39182 46756
0 62638 65158
2 131134 173395
2 863 9209
2 157867 196088
2 67144 144572
1 138520 168457
2 65631 102248
2 45551 145148
1 64653 195750
1 114712 151284
2 16442 175562
1 61217 147576
0 3636 73138
2 4386 69226
1 52723 180356
1 21180 111002
1 86811 151292
2 47294 48715
1 105624 113368
2 28080 192826
1 3642 126784
2 7029 181211
1 101199 177022
2 64229 105585
1 25656 85942
2 113296 131654
0 92525 180940
2 28234 155645
2 50210 80265
1 43036 116987
1 104993 169821
1 93202 109441
2 94169 186576
0 50806 152036
2 79129 192814
2 91649 124468
2 16994 125349
1 88991 162212
2 131439 169256
0 46737 86243
2 73764 191236
0 17029 137136
1 65368 111198
2 11152 63234
2 58715 62521
2 116184 150364
0 75713 83143
0 31042 37926
1 85717 123528
2 48806 66225
2 51958 122570
1 7512 59707
2 41427 172620
1 52579 124305
1 31452 43148
1 147636 154805
1 147131 190931
1 76754 94526
2 18054 135217
1 631 79287
1 25953 52589
2 163854 176453
2 35137 65426
1 17618 106083
2 149232 179685
2 468 104037
2 11320 87968
1 88075 167533
2 85024 139644
2 18931 120936
2 5654 44884
2 12943 125091
2 112643 160228
1 53771 177846
1 73883 163830
2 74352 105341
1 78672 110841
2 46205 63473
1 47581 110630
0 92194 168517
0 174171 190742
2 103467 141879
1 16110 69469
2 178838 186233
1 150063 194290
0 75326 171757
2 60399 82598
2 62423 89497
2 6670 89406
1 63487 97952
2 55588 88694
2 30573 92573
1 16395 171001
1 9657 111585
1 105875 142511
2 32896 97553
1 30338 74304
0 163802 190099
1 112418 170472
2 82317 150312
2 5900 20734
2 14825 166026
1 14785 102178
2 111835 196006
1 163461 170698
2 3594 197332
2 2959 150284
1 7537 140384
0 52802 74539
1 30946 135119
1 72205 85306
0 28361 38231
2 118341 169368
2 141068 165375
1 45188 159028
2 158872 199215
2 53307 161832
0 65351 169369
1 157550 160260
1 136573 191207
1 65908 76513
2 21226 117495
1 55919 100259
2 185201 196987
0 14682 72367
2 71582 98509
1 102282 124889
2 106593 172692
2 64143 183486
1 117068 163434
2 182976 194854
2 98479 100471
1 117082 156687
1 100616 102283
1 9920 116965
0 80765 131826
2 26834 150460
1 18383 123153
0 12005 106639
1 165888 186426
1 110978 181280
0 79759 165286
1 40820 152798
2 53415 172273
2 133418 179687
2 50579 176804
2 3638 72026
2 134714 138373
1 66731 103996
2 32619 53772
0 36969 59950
1 3141 25236
2 66056 69785
1 154681 169862
2 88100 88575
2 40604 55031
2 124460 127057
0 158776 178123
1 32597 82119
2 13057 52244
2 89213 96296
1 92354 160814
2 21444 78491
2 34872 164706
0 18067 169633
2 10237 180949
2 51049 120636
1 9825 96666
1 42422 94717
2 75851 171832
1 5956 68128
1 145294 196012
0 127655 166738
0 1610 125355
2 19677 194088
2 627 150921
